content,rating,helpfulness
This ia NOT hotel luxury absolutely poor quality fabric and stitching,1.0,-1
Horrible its not jet black its grey black like its faded....TERRIBLE,1.0,-1
"Very disappointed. Ordered two pairs and both pair (4 pillowcases) were not stitched/sewn on the hem, but the sides were.  Walmart doesn't return to maker until you provide postage envelope.  Save your money and time.",1.0,-1
"Terrible craftsmanship.  One half of the hem on both pillowcases were not stitched/sewn.  Seems to be cut crooked also.  Save your money/time, Walmart doesn't return-you do.",1.0,-1
"QUALITY, GREAT COLOR AND FEELS GOOD UP AGAINST MY FACE.  I HIGHLY RECOMMEND THIS PILLOW CASE TO ANYONE LOOKING FOR A QUALITY PRODUCT AT A FAIR PRICE.",5.0,-1
One of the pillow cases came with about a 5” section of the seam not stitched together,2.0,-1
"I love my choice, and I highly recommend it to anyone looking for a good quality product.",5.0,-1
"Lovely pillowcases , well made. Generous fabric",5.0,-1
The quality was surprisingly good. They washed and dried well and wrinkle free.,5.0,-1
Good quality and well worth the price,5.0,-1
company only sent me 2 cases when I ordered and paid for 4. I do not know how to contact them.,4.0,-1
"It startered with the sellers shipper leaving the sofa outside my apartment building. Then a few days later when a neighbor brought it to my attention that it was in front of another entrance we brought it in and tried to assemble it. However, one of the brackets that hold the arms on was wrong. So we couldn't attach the arm. After a month I still don't have the bracket and now a seam is starting to split. I just want to return it and get my money back",1.0,-1
very easy to set up and use. The only problem I seem to have is getting the brew strength right for my taste.. Not a big selection of E-pak's available,4.0,-1
"The gray Colored planters were more expensive the White planters....not sure why the price difference was justifiable.  Which, with taxes, the two planters cost around 190.00.  In my humble opinion, that is a lot for the planters since one of the planters is much smaller than the other planter.",5.0,-1
"I just received my planters. I was expecting a matched pair, but they arrived nested. Reviewing the website, I saw that only the larger dimensions are listed the product description, and in large font on the specifications tab. In smaller print the second, smaller planter is listed. Also, I was not expecting open slats on the bottoms and black plastic liner bags. They look solid. All in all, they are pretty, but they can't flank the door as I wanted, because they are mismatched. Yes, I could have seen this from the photo, but I thought it was a perspective thing, not a size thing.",3.0,1
Using this for seed germination really have to soak and mix well to get planting consistancy and not have it everywhere! Working well too early to report seed sprout!,5.0,-1
So far so good. Be sure to pre water before adding to cell trays.,5.0,-1
I planted these and not one came up!,1.0,-1
Just what I wanted! Can't wait to see them come up!!,5.0,-1
"Terrific, size is great with expansion option. Bought 2 for  large kitchen utensil drawer. I love it - turned a messy chaotic drawer into perfection",5.0,-1
Perfect fit love the expansion portion of this item,5.0,-1
It got my forks and knives organized and Im happy with it. Looks good works good.,5.0,-1
"Very pretty, but the back layer is NOT blackout. If you're picky about the curtains being blackout, I wouldn't recommend purchasing. They basically just filter some of the light.",2.0,-1
"We like our new water hose it is so light and after turning the water on it gets longer which was good. I would recommend this hose to anyone. If it last and has no issues,  its a great hose, so easy and light to use.   At 81 years old my husband helped wash the car for a little while.",5.0,-1
"I love the magic hose it's compact and so  lightweight 
Looks great on patio 
No more ugly heavy hose to fight with 
Everyone should have this",5.0,1
Excellent expandable hose that takes less room,5.0,-1
"OMG, this hose blew exactly 3 days after just using it outside to water my flowers. It blew out so bad the water was squirting straight up out all over. I was pretty upset because I liked the way it folded up when you turned it off. I really wanted this for my garden because you really couldn't see it rapped up from the road. I am really disappointed this happened. I couldn't wait to get this because I heard so much about it. I was so mad I threw it right in the trash.  Not very strong. Don't waist your money. Just spend a little more and get a stronger one. I did order a better one. Didn't come in yet, but I sure hope I have better luck with it.         Sandy from NJ",5.0,-1
"I genuinely love, love, love the Expandable Flexible Stronger Deluxe Garden Water Hose w/ Spray Nozzle. It is very lite in weight and compact and super easy to set up and use; and  its compactness when drained and coiled is easily stored even in small areas.. I literally hated our old rubber hose for watering because it was bulky and heavy to carry around; it also kinked up and in general was a real pain.  If you want a BETTER hose this is it!",5.0,-1
"I've ordered this product several times.  They are ease to use.  Quality is unique.  Price is fair.  That's why I like about this kind of water hose for my garden.
The two orders this time have the same problem - water leaking between nozzle and hose, please look at the 2 photos.  The two rubber band for each already used.  Regardless how tight we connected them.  We don't want to break the nozzle.  Please advise.
The connection between faucet and hose are easy and no leaking at all.  Thank you!",4.0,-1
One of these hoses exploded on me shooting water everywhere. This is not a product I would recommend. Save your money and get a different brand.,1.0,-1
It sprung a leak the very first time I used it!,1.0,-1
We used it 3 times and the hose broke. The rubber tubing that's connected to the spout was ripped off from the pressure of the expanding.,1.0,-1
Not satisfied at all. Fabric unravled around nozzle on first use.,1.0,-1
"This hose is a piece of junk! I only had it for 3 months before it started leaking everywhere and came apart. It always leaked some where the connections were despite trying different washers but I could live with that. When water started gushing out of the hose itself and then just came apart it was the last straw! I would not recommend it to anyone, ever!",1.0,-1
"I like how lightweight and easy to use this hose is.  I like how it expands when the water is on and shrinks up so it's easy to put away.  However, after less than two weeks of use, it has a hole.  Durability is a definite negative as all it's used for is watering my flowers.",2.0,-1
The first hose I got worked fine but does not retract like I thought it would. The second one I got is plugged up and water does not flow through it. When I turned Off the water and disconnected the hose I literally got drenched from head to toe from the pressure buildup of the flexible hose,2.0,-1
"Just plain awful. I hooked it up the first day I got it. I was so excited “UNTIL” I used it. First, it was leaking from the spray nozzle. I just love getting soaked trying to water my plant.. Second , after using it 2 times it sprung a leak in the middle of the hose. Now it's useless. Had it for 3 weeks. 
                    BUYERS BEWARE
                    __________________",2.0,-1
"I love the flexibility of these hoses, but am always chagrined with the on/off necessities when hooking up hoses.  These hoses will explode if not handled properly according to instructions.  They are excellent for handling and avoiding TRIPPING OVER!  Worth purchasing as extras, or as I use every day for watering in the summer.  I have to replace this type hose every year, or two years, but they are worth it.  Make sure the washers are properly fitted or you will have a leak.",5.0,-1
This is a subpar product and I would caution all the buyers to stay away from this. 2 key shortcomings 1) It is a very thin pipe and volume of water delivered is half of regular pipe 2) Extremely flimsy and started leaking (both the pipes I had bought together) after about 2 month usage.,1.0,1
Don't bother they are a piece of junk they only lasted about two weeks I purchased two of them the first one blew out at the top of the hose when I turned it on and the second one was full of holes all throughout the hose I purchased them both at the same time .,1.0,1
"After reading some of the comments I was afraid I had made a mistake. However after using the garden hose I can honestly say that I am well pleased. It's lightweight, has good pressure, easy to handle! Now it may not be suitable for a professional landscaping company, but I just want to water my little vegetable garden.",5.0,-1
"Used twice.  Leaks in several places.  I only use it on my covered front porch.  It was not used on a lawn area.  Received in April, never used until May.  How could this possibly leak?!  Really a piece of junk.  I have one similar to it on my back porch from another maker, it is in its 4th summer.  This brand is seriously inferior.",1.0,-1
"I really like the hose. I havent had it long but si far so good.
My only negative is Walmart delivery. Unfortunately, everything that I have ordered, has been late. Most things have had delivery dates changed several times. 2-day shipping has been taking a week",5.0,-1
"I ordered a king size for queen bed due to the size listed.  It was still too short on the width of the bed.  Very disappointing.  I'm sure if one ordered a queen for a queen size bed, you would probably have to buy a dust ruffle, something I was trying to avoid.  The color was beautiful but the design/pattern were okay.  Looked rather cheap. Returned it.",1.0,-1
You can't use any other spray gun with it. Must use cheap plastic gun that leaks. Hose leaks at all connections. Very little water pressure. I imagine it cost 25 cents to make. Buyer beware!,1.0,-1
Always wanted to get an expandable hose but they were just so expensive. This one has a great price and colors to choose from.  Love it and very light and easy to move around my yard.,5.0,-1
"He 100 foot hose is not is efficient is 75 feet, since it takes longer to shrink back to its original size. Also it leaks a bit at the handle. However I am happy overall with the product.",4.0,-1
"I repurchased another hose to water flowers, when I hooked this one up, my last one from you, went to water flowers just planted, there were holes all in from being on holder outside, very disappointed, wouldnt
 have purchased another, had I known unsatisfactory",1.0,-1
"A little disappointed with the shut off valve included with the hose and nozzle.  The shut off snapped off when I was screwing the assembly to the water source.  Otherwise, the hose and nozzle work okay.  The nozzle drips a little even after tightening.",3.0,-1
The Nozzle is trash and broke the second time I used it. But I do really like the hose it extends very long and its latenozzle is trash and broke the second time I used it. But I do really like the hose it extends very lightweight and easy to move around,3.0,-1
Unfortunately the hose was damaged on arrival and it leaks/sprays everywhere.  Also I would not recommend the  100 ft length since it tangles easily and with water spraying it is hard to untangle or shut off.  .  It is harder to untangle than a regular hose but much lighter.,3.0,-1
I have not used this hose yet but am confident it will be just what I wanted. I have used one before and it lasted several years. There are more expensive ones  but this hose will be fine for my small patio and fern garden that the sprinkler system doesn't reach.,5.0,-1
"The hose itself works good, the ends are plastic which I'm sure won't last long, the spray nozzle doesn't fit right with the plastic so it sprays out the bottom of the handle. I used a different spray nozzle and it works okay, just wish it wasn't all plastic.",3.0,-1
"Hi,
I actually have a very bad experience with this item - it broke when I used it for the very first time, the hose got detached from the nozzle connection side.",1.0,1
Looks very cool in the room.,5.0,-1
This hose is not 50' long. It is about 17' feet long. The end of the hose with sprayer  connect to it is leaking. Sprayer has rubber washer inside but still leaking a lot. I'm returing this junk to Walmart!,1.0,-1
Just outside the 30 day return window and the nozzle to select the type of spray broke off.  I don't see any way to contact the seller to inquire any further. Disappointing for sure.,1.0,-1
Like the hose but attachments are poor quality. It took several attempts to set up and keep it from leaking water thru attachment . Will serve its purpose but poor quality for sure,3.0,-1
"The nozzle leaked all down my arm. went to nearest store to purchase a new one, they had none. came home and ordered a new one on-line, of which I then had to wait for it to be delivered.",2.0,-1
"I used it for the second time today and it sprung pin hole leaks in several places. Very poorly made, plus the nozzle that came with the hose leaks out the rim, no matter the setting. The only good thing about the product was the color.",1.0,-1
"Piece of crap;  Faucet leaked upon receipt,  handle on cutoff valve broke then hole developed in hose, all within two weeks of receipt.  I returned to local store for refund.",1.0,-1
this hose is the worst. i ordered the 100' one for my husband and the second time he used it it blew out in two dsifferent spots. waste of money. i want my money back.,1.0,-1
This hose and connection are great. Our old connection leaked on patio making it slippery. The nozzle also fits tight and has adjustable spray patterns.,5.0,-1
"This hose is made of the poorest quality tubing. If it was made with a better tubing and connector to hold tubing it would be a great product.  I used 2x and the tube swelled and busted while I was spraying garden with it.  The tubing swelled right at the nozzle end like a big balloon and then burst!  The material around the tubing is also a cheap sewn product which does not hold the tubing in place. It ripped with the swelling of the tube.  I can't judge DrHotDeal at this time due to waiting to hear back from them with an RA#.",1.0,1
"You must always shut the water off at the source. If you don't the water will fill up too much in the hose and the hose will bust open and no good to use. However, I ordered two because it is so very light and easy to use and put away. Just remember to always keep the water flowing and shut off at the spicket.",5.0,1
"This little hose looked really cute on the website. It was delivered quickly and looked nice attached to my faucet.  Then I used it--within abut 8 minutes of use, the hose came apart.  I thought perhaps it was one of the pop off ends that connects the hose. It was not-the actual fabric covered hose had pulled away from the connective end. It was useless. Until I replace it, I guess I will be carrying water for my flowers.  DEFINITELY not a good choice!",1.0,1
This product was terrible the first time I used it the hose filled like a water balloon and exploded. To much of a hassle to try and return so it went right in the trash. Don't buy you'll be sorry. I have never written a review before but this product needed reviewed,1.0,1
"I was fully aware to expect a budget hose, but was still a terrible purchase.
When looking at expandable hoses, they all seemed to look the same. This one had decent reviews, was priced cheap, and I expected something that was only worth $10. This is not worth the time I am spending to write this review. Hope it helps someone not make the same mistake.
1) Came in a single clear wrap, with one stickers barcode that I tried to scan with multiple apps to no avail
2) The product description is a far stretch of the imagination
3) As soon, literally within 10 seconds, a bubble formed and popped the hose & green wrap around it. (I did not have the water even of half of the strength it could push)",1.0,1
This is my first time of using this type of hose. It is very compact and expands to 50' when  you connect the hose to water supply. It shrinks back to the original size when you close the valve and let the water in the pipe drain.  Nice design.  Hope it will last a couple of summers.,4.0,1
I wanted something to make watering my flowers easier and it was a total waste of time and money.  It was flimsy and when I finally got it connected it could not handle the water pressure and popped off.  Tiny hose diameter with weak plastic connectors.,1.0,1
"One of these had a nozzle that would not seat properly in the hose coupling.  The other one shredded on the second day near the faucet connection.  

So the quality control at this factory appears to be in need of improvement.

To their credit, when I contacted the seller, they offered a prompt refund or replacement.  I chose replacement and hope the next two hoses last longer.

Also they said no need to send back defective units.",2.0,1
"East to use.  Lightweight.  Fills up and then the water retracts the hose.  Easy to store.  Great nozzle.  So far no leaks   Only issue is when you try and put this hose onto another vessel such as a Miracle Grow nozzle that has fertilizer in it, it doesn't fit it tightly.  There is a lot of leaks.  But if you use this on its own with its own nozzle it is fine.",4.0,1
I've tried these types of hoses several times throughout the years to see if they get made better. But obviously they're not every time I purchase these type of hoses they always have hoes in the holse itself. There functionality is good The pressure is good they work well but it's speuting water out of several holes in the neck of the hose. So while you're working with it you're getting soaking wet other than that it's a great hose but they always seem to have damage around the neck of the hose not sure why I will be returning it and buying another one and trying it again this is like the third and fourth time I get this type of hose and they don't last or they come damage,2.0,1
Way smaller than its supposed to be..It says this hose is supposed to expand to 25ft but it expands to about 13. Otherwise it is a nice hose. And it was too much trouble to send back since it got shipped to me and not to walmart. So I couldnt take it back to walmart.,2.0,-1
I ordered blue but got an  orange hose. It has half the diameter of other hoses of this type. It is flimsy an had to use another nozzle to stop it from leaking. I am only keeping it due to having no other hose like it at this time. Next year I will replace it as soon as possible. What a ripoff.,1.0,-1
"The spray gun arrived with the piece that externally connects the internal valve to the squeeze lever broken off, rendering it inoperable. Inside the product box, the spray gun was in its own sealed plastic bag; yet the broken off piece was not in the same sealed bag, indicating the spray gun was not broke in shipping, but broken in manufacture before the bag was sealed. Returning this item is a pain, and I don't want to go to a store location for return due to Covid, Covid is why I ordered online in the first place. I guess I'm eating this one. Save your money or buy a different brand, don't spend your money on this product.",1.0,-1
"8/13/2020
1- i used this item 3 times on the 3rd time when i turned on the water - the hosed EXPLODED.   
2- your 3rd party vendor products are TERRIBLE - you do not verify the quality of the the items.   you are becoming Amazon with ANYONE CAN SELL PRODUCT ON YOUR WEBSITE.    
3- i did not return the item - i am fed up with Walmart customer service for as much as i shop.
4- i ordered a fanny pack whose zipper broke on the 1st day i wore it- within 24 hours of receipt.  it was returned and received in July 2020",1.0,-1
"I ordered this item and it came two weeks after the delivery date.  I had to call to get someone to check my order because I couldn't trace the package. 
I don't think I had this hose for a week.  Right away the nozzle leaked. I tried new washers, without a washer, I tried multiple times to get it to stop leaking so I used my old nozzle and that one did not leak.
I used this hose maybe twice and it burst.  Big hole in it. It was laying on the grass so no rocks or concrete to wear it down.  I was very careful not to run it across concrete because I did find out from a friend that it may put a hole in it.  
I looked for a receipt and none came with the package.  I am looking through my trash on my computer to find out who I can call to get a refund.",1.0,-1
"Love these light flexible hoses.  The one I got though leaks at both ends.  Leaks where the sprayer attaches and leaks where it connects to the spout.  No amount of rubber washers help.  Impossible to use without getting soaking wet.  Maybe I just got a bad one.  Maybe the price is so good, because they're known to be leaky.  Don't know.",3.0,-1
"These hoses are quite handy in that they are flexible and can be easily retracted and stored.  However they do have a very limited life.  They are prone to developing leaks anywhere along their length and the internal ""rubber band"" that provides for expanding and retracting the hose can eventually break which not only eliminates the capability to expand and retract but also inhibits or stops the water flow.",3.0,-1
Very nice for the price. Works very well. Love the little shutoff button. Water in the  hose but off until you are ready to use.,5.0,-1
"Just what I needed, light and easy to use. Cannot handle heavy hose that gets all tangled up.
Thank you",5.0,-1
"You get what you pay for. This hose is a piece of junk. Followed directions completely, but it came apart after less than a weeks use.",1.0,-1
Used the hose about three times and it split open.  Nothing unusual was done to it.  It just split.  Sent it back.,1.0,-1
Do not buy this I had it three days and used it twice and the hose busted inside of it and never worked again. Buyer beware!,1.0,-1
it should be zero both the hose and the sprinkler head are useless the nozzle exploded in my face and the hose is leaking after 2 uses it sprung holes and sprays everywhere!!!!,1.0,-1
Just tried it. Leaks from the spicket and the opposite end. Wastes water. I've used it so keeping it but will have to buy special tape to stop all the leaks,2.0,-1
I bought one of these houses 75 ft. long back in January thinking I was getting a heck of a deal. already popped and now I'm buying another hose from another company because I only used this hose maybe 10 or 12 times. REDICULOUS!!!!!!,1.0,-1
"Hose sprung a major leak days after I received it. Holes are difficult, if not impossible, to patch because of the ""protective sleeve"" which does almost nothing to prevent damage to the hose",1.0,-1
The nozzle leaks if there is any water in the hose. Does it spray on you a little while you use it? Yes. But I live in the city and just have a small garden on my patio so I didn't hate enough to return it.,1.0,-1
"It was great, except when you screw on to the faucet, the water still leaks/sprays out. Same with the nozzle on the hose. Not great to use when it sprays as much water on you, that is coming out. That alone gives it two stars.",2.0,-1
"Despite having a washer in the spray nozzle,  it leaks getting me wet in the process.  The hose itself is nice and light which I do like.  I will replace the nozzle but shouldnt have to do that.",2.0,-1
The sprayer/sprinkler included with hose broke before use with hose. Had to use another sprayer/sprinkler. The washers provided did not prevent leaking.,3.0,-1
First day hose leaked badly and the third day it burst opened.  Poorly made and cheap materials.  Not even worth getting it for free.,1.0,1
It's been used to water a vase near the faucet and couple trees.  Very light weight. So far is working perfectly.,5.0,1
Busted after one month use it just split in two see pictures dont waste money verly lo quality product,1.0,1
I am very satisfied with this product! It is everything it said it was. Beautiful color and well worth the price.,5.0,-1
"ends leak, can not tighten enough soas not to leak.    This is not as good as the green one that use to be for sale.",2.0,-1
"As a senior citizen, it is easy for me to work with.  Stretches, takes up little storage space and is amazing.",5.0,-1
"Product arrived as advertised, but quality was poor. I kept it outside in mild temperatures and it lasted less than 2 months.",2.0,-1
This is a waste of money. It lasted barely over a week before it split. I guess you get what you pay for.,1.0,-1
I love the water hose but I used it maybe 5 times to wash my cars and then it popped like a balloon. Totally disappointed,1.0,-1
"The pressure is too strong, even without the nozzle. The hose itself sprung a huge leak after 4 days of use. Total waste of money.  I'm VERY disappointed.",1.0,-1
Hose had a hole couldn't use it don't feel like going back and forth with walmart just gonna eat the cost went to lowes and bought a good hose DONT BUY,1.0,-1
The hose arrived on July 17 and by July 22 it had sprung a leak in the middle of the hose.  I am returning it to Walmart.  I have had similar hoses leak after a few months but this didn't even last a week.  Disappointing.,1.0,-1
"I love the items, just a little longer than I expected.",3.0,-1
"Burger flipper broke 3rd use at narrow end of handle.  Cheap metal interior coated by thick rubber that does not provide support.  Low quality.  Other pieces are sturdier by long, heavy, and oddly sticky (the rubber).  Contacted seller and they require a photograph and packaging!  Who keeps these?  VERY disappointed.",1.0,-1
"Broke the first day I used it, and returning was near impossible due to the way Walmart uses intermediate businesses.  STAY AWAY!

This is certainly not Amazon standards, should have know better and stuck with time.",1.0,1
Leaked right out of the box.  The female connector to the faucet was too flimsy.  I had to use a pair of pliers to tighten on to the faucet.  Still leaked.,1.0,1
"burst first time used it, says I have to pay to send it back, email sites for contact are useless and if call say to leave number and they will call you back, don't have time to sit around waiting for them to call",1.0,1
"Basic hose is okay and serves its purpose (also what I asked for), but I don't care for the plastic ""snap on"" connections that leak. These were not mentioned in the review and should be.",3.0,1
"Hooked it up to the water, turned it on and itnsprung a HUGE leak! Split right down the seam. These are not very well constructed, this is the second hose that has split on the seem.",1.0,1
"wherever fabric meets plastic there is a drip.  however, I am willing to put up with it since the rest of the house is fantastic.  Great connections, color, & sprayer.",2.0,1
"It's a nice size for a small area but, the connector to the hose bib is smaller than it should be. It doesn't connect properly therefore it leaks at the bib.  My husband tightened it with a wrench but it still leaks.",3.0,1
"Was a little nervous about hose diameter when I unraveled it, but it was able to easily maintain a steady flow for my gas powered pressure washer - great deal",5.0,1
This hose is very well made and great. Easy to handle n doesn't get tangled and bend. On water pressure it expands on it own. Perfect for large lawns.,5.0,-1
no matter what i do this item leaks the hose itself is great its light and compact but it leaks at the faucet and the sprayer end the washers dont seem to help this issue,2.0,-1
junk had hole in hose where no hole should be complain to Walmart said that they were going to email me never received an email so I'm returning to store for refund,1.0,-1
Don't waste your money.  I was excited when I received this hose because it was exactly what I needed.  The excitement lasted a week.  It have a hole already.  Waste of time and money.  Walmart should refund the money and should be responsible for the products they sell in their website.  Lesson learned.,1.0,-1
"I take care of ourdoor gardens, I really thought this hose would have been the answer to the heavy hose problem.  It was for a week...much to my dismay it exploded while I was watering the plant on a outside dining patio....well....lost money that day.   The hose is a waste of money do not buy it.",1.0,-1
"Very disappointed, the hose had two holes in it before it even before it stretched all the way out.    The outer cover had little snags where the holes were, I don't have anything that it could have snagged on or animals that were present, I just took it out of the box and plastic bag on the kitchen table, took it outside, laid it on the lawn, screwed it to the faucet and turned on the water.  Maybe it had been returned previously, the box wasn't in pristine condition, although in all fairness that could have been from being mailed, maybe it was just defective.  On the bright side, it did not leak at the connections, its very light weight and coils right up after use.  The return was easy,  BE SURE TO SAVE ALL THE PACKAGING, EVEN THE MAILING ENVELOPE!  I will look for something with a more durable outer cover if I decide to get another.",1.0,-1
"I received this item in the wrong color - bad way to start off.  Nozzle is made of very cheap plastic and the connections tend to be leaky (I counter this with the use of a little Teflon plumbers tape at all connection points).  On the upside, for slightly less than $10 you get an expandable hose thats very light and easy to use.  Its not a durable item but at the price, will do exactly what its designed to do.  Treat it gingerly and dont overstretch it and it should be good for a while, but these cheap China-made expandable hoses certainly dont last forever.",4.0,-1
"I connected 2 hoses together because one hose only goes to about 15 feet.  Aside from that, after 6 uses, both hoses sprang tiny holes in the length of the hoses and they are useless.  I am returning them.  Also, the sprayer units are junk.  I knew that the price was too good to be true.  This is a terrible product.  DO NOT BUY IT",1.0,-1
"I wanted to keep part of it in place and stretch part of it during use, but the size across its entirety changes during use so I couldn't use it exactly as intended. But for standard use as a hose, it seems to be okay. I haven't had it long enough to speak to that quality, but it does well otherwise.",5.0,-1
I like it just not sure about the water pressure.,4.0,-1
Hose blew a hole in it 3 weeks in.,2.0,-1
Fittings all plastic. Very cheaply made. One spray nozzle already not working properly.,1.0,-1
I don't like it waste of my money,1.0,-1
poor qulity  Handle leaks  and  setting for the different sprays doesnt work well.,1.0,-1
"Easy to use, flexible and compact.",5.0,-1
Connections leaked at both ends. Used for 2 days before it sprung a leak. Don't waste your money.,1.0,-1
Part of the on/off switch was not there and the water came out of the side like a geyser.,3.0,-1
lasted 2 weeks. Inner hose bubbled and exploded right before my eyes.,1.0,-1
Got 2 bought nozzles leaking had to put on my old nozzles now no leaks,2.0,-1
broke after 2 months of use,1.0,-1
It is garbage broke on first use don't waste your money,1.0,-1
Missing parts can't hook up to our faucet /water spout outside !,1.0,-1
I have had 2 weeks already has leaking he,1.0,-1
nice little hose for the price,5.0,-1
Horrible product. Inside burst after a few weeks of use.,1.0,-1
Broke the second time using it.  Not worth the money.,1.0,-1
"Developed a hole. 
2 use.  Within 
1 week had 

5 holes.  Very disipointed",1.0,-1
Doesn't come with the adapter for your water spicket !   Came later than suppose to,1.0,-1
VERY CHEAP PLASTIC CONNECTIONS AND SPIGOT HEAD.  GOOD ONLY FOR ONE SEASON.,1.0,-1
I am a senior citizen and the hose is easy for me to manage.,5.0,-1
I bought 2 of these as they looked nice,1.0,-1
They sent the incorrect size I paid for the 50' then I received the 15'.,1.0,-1
I bought this for my family members.  They love that it only takes one quick glance to see what birthdays are coming up.,5.0,-1
I just got this in the mail today and I've filled out the birthdays and got it hung up and I absolutely love it! It's a great way for me to keep up with family birthdays and added some decor to our wall! I showed my aunt and she's buying herself one now ha ha. I will say I used a felt tip sharpie pen and the Ink and it did run a little bit but not to bad!,5.0,1
Recently purchased the Family Birthday Plaque. Am very satisfied with my purchase. Have it hung up in my office and now can see any upcoming birthdays in a glance.,5.0,-1
"I was afraid the quality would look cheap due to the low price, but it is very nice! Bought 6 for sister and nieces for Christmas gifts-can't wait!",5.0,-1
"It's adorable. Arrived well packaged, and in good time. Well made and I'm so pleased I'm thinking of ordering more, as gifts. Well worth the modest price.",5.0,-1
"I actually bought 3 of these plaques, 1 for myself and 2 as Christmas gifts.  What a great way to keep all the family birthdays right at your fingertips.",5.0,-1
Bought 3 of these for my daughters for Mothers Day. I'm sure they will love them!,5.0,-1
"Very happy with the plaque but have been unable to acquire additional disc's., should have ordered more when I ordered plaque. Was told by customer service that they're waiting on communications from the manufacturer for more and when asked for the name of the manufacturer's, I was going to call them myself, she said she didn't have it. Customer service leaves a little bit to be desired. I had trouble understanding her, accent, didn't solve my issue and I don't believe she didn't have the manufacturer's name.",4.0,-1
Fantastic idea for a garden hose.  So light and compact.,4.0,-1
"I had one large complaint, not enough date tags.  I have more than 24 people alone in my family.  And I would like to put up friends.  to do that I had to get two because they don't sell extra date tags!I could have gotten a different one that did that but I like this one better.",4.0,-1
"Poorly made, leaks, pin hole leaks in flexible hose after 2 uses.  Dont buy",1.0,-1
"I bought this a few months ago.  The sign is really nice & so are the hangers. However, There were not enough of the hangers.  I needed a few more.  The company does not sell extras. I ended up buying a whole new set, just for the hangers. The suggestion was to buy extra green ones off a different product-not good, cheap & paper with string",4.0,-1
This is not a deluxe hose.  Hose leaked and adapter (on off) attachment broke within a week.,1.0,-1
"My little ones are learning the months of the year.  They love tracking everyone's birthday month. Nice quality, attractive.",5.0,-1
Worked great at first then it popped!,2.0,-1
I bought this recently and I love it!  It reminds me of our whole family's important days. It also helps to budget monthly gift buying.,5.0,-1
"Ordered two and one worked great, had to get another one as the other kept popping off the water spigot. They were very good about sending me another hose, which works fine, at no cost to me as the one was defective. Fast shipping in both cases and good customer service. I am sorry others were so quick to malign the seller. Even a Mercedes dealer can get a lemon.",4.0,1
I was the one who had to communicate with you if I wanted to know anything about why this item  wasn't shipped for many weeks  and when or if it was coming Don't know if I would recommend this product I got tired of waiting,1.0,-1
"The biggest inadequacy of this product is the connection to the faucet.  It does not screw on tightly, leaks and with pressure in the hose flys off the faucet.  At this point I need to find a connecter for my faucet in hopes that will correct the issue of there not being enough depth for the hose to be screwed on tightly.",1.0,1
"I love the idea of this product. Today, I sat down to add names and dates. I need more tags! This item is out of stock. Please let me know when I can order more.",5.0,-1
couldn't get the spray handle and the hose connection to stop leaking. Replace the seal twice but still leaks,2.0,-1
"I am very please with the product, however, it took a couple months to get it so too late for the birthday gift I was getting it for. They didn't tell me it was back ordered until a couple weeks later!",4.0,-1
"This is a wimpy hose, o.k. if not used often. The spray nozzle leaks even when tighten. I had to use a different one that didn't leak.",2.0,-1
"A great gift for the family member who always ""forgets"" everyone's birthday - or anniversary!",5.0,-1
"hose was great when i 1st received it, but on my 6th day of having it the hose busted. i followed all the instructions. DONT WASTE YOUR MONEY",1.0,-1
I absolutely love this! It's so cute and the perfect size! I bought 3 and gave 2 as gifts.,5.0,-1
I live in a townhouse with small patio. This hose stores nicely by my faucet. Its out of the way until I need it. Would recommend!,5.0,-1
well I bought the first one you had before which was not a good buy but I kept it anyway then you can with this one which is much better thanks,5.0,-1
the hose came apart the moment I turned the water on!  the hose literally came out of the coupling.  definitely not worth buying!,1.0,-1
Great product. Great quality and super cute! Awesome price. Definitely would recommend! Makes great gifts,5.0,-1
I must say that for $9.99 this was an incredible buy!!! The hose is great and there are different settings on the nozzle. Great product!!!,5.0,-1
I like the idea of seeing the family birthdays all posted where I can be reminded not tucked away in a book,4.0,-1
"The nozzle came broke and the hose leaks at the faucet. The washer is in correct, it's where the hose meets the connector.",1.0,-1
This was not 100' long as stated and I had a leak in  it before it was a month old.  And can't return it?,1.0,-1
husband liked it easy work with,4.0,-1
horrible.......leaked extensively at EVERY connection point.,1.0,-1
I just love these hoses they're so light and they don't kink!,5.0,-1
brought it in January and the spout is allready leaking. I will return it shortly,2.0,-1
Broke on first use! Popped off of its own connection and couldn't be fixed.,1.0,-1
Had to return immediately because it leaked and did not extend as far as I thought it would.,1.0,-1
"It's cute, if you have as many birthdays to keep up with as I do, this is a cute way to stay on top.",5.0,-1
I am glad that I purchased this for me and not as a gift because it took over 2 months to arrive.,3.0,-1
Bought this as a gift for my brother to keep track of all the family birthdays,5.0,-1
very cute! I do wish you could order more tags. other than that I would order the plaque again.,5.0,-1
"I love this plaque. I would give it 10 stars if there was an option to buy more tags.  The design is so pretty.  I didn't realize this when I made the purchase and I didn't even think of it.  Now I have to go out to an art supply store and try to find something that matches.  Its not the worse thing in the world to happen. But it REALLY would be nice to be able to buy more.  I'd return it, but I like the plaque and I already wrote on the tags.",2.0,1
